Primary Interest,Secondary Interest,Tertiary Interest,Customer Number,Customer Name,Customer Type,Credit Rating,Annual Income,Account Status,MID
"Travel","Stocks","News",100391388.000000,"DEHART, TRAVIS","RESIDENTIAL",599.000000,152280.000000,"ACTIVE","Sub_S1191"
"Shopping","News","Gaming",100391526.000000,"TURBYFILL, EARNESTINE","RESIDENTIAL",742.000000,121990.000000,"ACTIVE","Sub_S1192"
"Travel","Restaurants","Stocks",100392538.000000,"CASPARY, DODIE","RESIDENTIAL",554.000000,10090.000000,"ACTIVE","Sub_S1193"
"News","Stocks","Travel",100394165.000000,"CARTELLI, SHERLYN","RESIDENTIAL",579.000000,20.000000,"ACTIVE","Sub_S1194"
"Shopping","News","Gaming",100395131.000000,"POPULARIS, TYRA","RESIDENTIAL",742.000000,195920.000000,"ACTIVE","Sub_S1195"
"Soccer","Shopping","Restaurants",100395775.000000,"FALVO, ETHELENE","RESIDENTIAL",592.000000,40680.000000,"ACTIVE","Sub_S1196"
"Attractions","Soccer","Fun",100395913.000000,"LAUW, LAHOMA","RESIDENTIAL",714.000000,159940.000000,"ACTIVE","Sub_S1197"
"Restaurants","Stocks","Travel",100398765.000000,"MUNNIS, MARLANA","RESIDENTIAL",769.000000,89510.000000,"ACTIVE","Sub_S1198"
"Stocks","News","Sports ",100398857.000000,"MAJICA, JACQUELYNN","RESIDENTIAL",465.000000,74250.000000,"ACTIVE","Sub_S1199"
"Gaming","Shopping","Restaurants",100399317.000000,"REYOME, BO","RESIDENTIAL",529.000000,81140.000000,"ACTIVE","Sub_S1200"
"Attractions","Soccer","Fun",100400007.000000,"TROGLIN, DEEANNA","RESIDENTIAL",418.000000,138900.000000,"ACTIVE","Sub_S1201"
"Research","Soccer","Tennis",100400421.000000,"HINNEN, THOMASINE","RESIDENTIAL",432.000000,171050.000000,"ACTIVE","Sub_S1202"
"Sports","News","Restaurants",100400973.000000,"HANKS, TERENCE","RESIDENTIAL",576.000000,78120.000000,"ACTIVE","Sub_S1203"
"Shopping","Soccer","Tennis",100401755.000000,"BOMZER, VERNA","RESIDENTIAL",569.000000,194730.000000,"ACTIVE","Sub_S1204"
"Restaurants","Shopping","Travel",100401847.000000,"HACKBARTH, DARIN","RESIDENTIAL",667.000000,103480.000000,"ACTIVE","Sub_S1205"
"Research","Soccer","Tennis",100002233.000000,"MCEADDY, ELAYNE","RESIDENTIAL",643.000000,56650.000000,"ACTIVE","Sub_S1447"
"Sports","News","Shopping",100003107.000000,"RIBERO, TERA","RESIDENTIAL",719.000000,48890.000000,"ACTIVE","Sub_S1448"
"Gaming","Shopping","Restaurants",100003935.000000,"GASTELUM, NORA","RESIDENTIAL",738.000000,62340.000000,"ACTIVE","Sub_S1449"
"Travel","Stocks","News",100005867.000000,"JULIANO, MATTHEW","RESIDENTIAL",677.000000,18890.000000,"ACTIVE","Sub_S1450"
"Soccer","Shopping","Restaurants",100225232.000000,"HYRKAS, GERRY","RESIDENTIAL",439.000000,45180.000000,"ACTIVE","Sub_S419"
"Gaming","Shopping","Restaurants",100225692.000000,"COLACONE, ADOLPH","RESIDENTIAL",503.000000,144220.000000,"ACTIVE","Sub_S420"
"Research","Soccer","Tennis",100226520.000000,"WOMELDORFF, CHERRIE","RESIDENTIAL",528.000000,60360.000000,"ACTIVE","Sub_S421"
"Travel","Stocks","News",100226796.000000,"CZLAPINSKI, CAMERON","RESIDENTIAL",806.000000,191480.000000,"ACTIVE","Sub_S422"
"Travel","Soccer","Restaurants",100228176.000000,"GRIMLIE, CASSANDRA","RESIDENTIAL",589.000000,136880.000000,"ACTIVE","Sub_S423"
"Travel","Soccer","Shopping",100228590.000000,"CRIPPS, IVANA","RESIDENTIAL",593.000000,17190.000000,"ACTIVE","Sub_S424"
"Shopping","Soccer","Tennis",100229188.000000,"WINCE, KIRSTEN","RESIDENTIAL",808.000000,12570.000000,"ACTIVE","Sub_S425"
"Travel","Soccer","Shopping",100232546.000000,"FAIRALL, KATHLENE","RESIDENTIAL",556.000000,12900.000000,"ACTIVE","Sub_S426"
"Soccer","Shopping","Restaurants",100233144.000000,"STALWORTH, CLETUS","RESIDENTIAL",746.000000,166790.000000,"ACTIVE","Sub_S427"
"Soccer","Travel","Research ",100233328.000000,"WASIELEWSKI, JOHNSON","RESIDENTIAL",540.000000,137780.000000,"ACTIVE","Sub_S428"
"News","Gaming","Stocks",100233420.000000,"GIRDLEY, PEI","RESIDENTIAL",633.000000,55270.000000,"ACTIVE","Sub_S429"
"Shopping","Tennis","Restaurants",100234478.000000,"ROERISH, VONNIE","RESIDENTIAL",494.000000,43230.000000,"ACTIVE","Sub_S430"
"Research","Soccer","Tennis",100235398.000000,"DEROCHER, LATOYA","RESIDENTIAL",606.000000,97160.000000,"ACTIVE","Sub_S431"
"Travel","Stocks","News",100236640.000000,"AGUEDA, TIERA","RESIDENTIAL",650.000000,17630.000000,"ACTIVE","Sub_S432"
"Sports","News","Shopping",100236870.000000,"KOWITZ, REFUGIO","RESIDENTIAL",483.000000,29560.000000,"ACTIVE","Sub_S433"
"Travel","Soccer","Shopping",100238940.000000,"FRONCE, RUBIE","RESIDENTIAL",540.000000,108180.000000,"ACTIVE","Sub_S434"
"Travel","Soccer","Shopping",100239814.000000,"LINEBACK, OLEN","RESIDENTIAL",633.000000,1880.000000,"ACTIVE","Sub_S435"
"Attractions","Soccer","Fun",100240826.000000,"MCGUIRE, MAGGIE","RESIDENTIAL",429.000000,98270.000000,"ACTIVE","Sub_S436"
"Shopping","News","Gaming",100241838.000000,"CIZEK, TRINIDAD","RESIDENTIAL",645.000000,104090.000000,"ACTIVE","Sub_S437"
"Gaming","Shopping","Restaurants",100241976.000000,"MELODY, AURELIO","RESIDENTIAL",779.000000,154460.000000,"ACTIVE","Sub_S438"
"Restaurants","Shopping","Travel",100243770.000000,"RIEDINGER, JANINA","RESIDENTIAL",580.000000,158930.000000,"ACTIVE","Sub_S439"
"Gaming","Shopping","Restaurants",100245380.000000,"KOTHE, ROXANNA","RESIDENTIAL",593.000000,74920.000000,"ACTIVE","Sub_S440"
"News","Gaming","Stocks",100245472.000000,"COLBY, CARLYN","RESIDENTIAL",691.000000,27450.000000,"ACTIVE","Sub_S441"
"Stocks","News","Sports ",100247864.000000,"ROBILLARD, LEONILA","RESIDENTIAL",674.000000,86130.000000,"ACTIVE","Sub_S442"
"Gaming","Shopping","Restaurants",100248922.000000,"RIVARD, EULA","RESIDENTIAL",535.000000,174900.000000,"ACTIVE","Sub_S443"
"Gaming","Shopping","Restaurants",100249152.000000,"BLASI, ALLA","RESIDENTIAL",771.000000,199940.000000,"ACTIVE","Sub_S444"
"Travel","Stocks","News",100249428.000000,"TERNEY, TYRA","RESIDENTIAL",646.000000,41410.000000,"ACTIVE","Sub_S445"
"Travel","Stocks","News",100249934.000000,"PESCE, DARLA","RESIDENTIAL",749.000000,24740.000000,"ACTIVE","Sub_S446"
"Gaming","Shopping","Restaurants",100252694.000000,"BUMGARNER, KIRA","RESIDENTIAL",700.000000,6290.000000,"ACTIVE","Sub_S447"
"Sports","News","Shopping",100253062.000000,"KARZ, GERDA","RESIDENTIAL",678.000000,196010.000000,"ACTIVE","Sub_S448"
"News","Stocks","Travel",100414589.000000,"PEW, MARIAH","RESIDENTIAL",599.000000,140550.000000,"ACTIVE","Sub_S1218"
"Travel","Restaurants","Stocks",100415049.000000,"PASKETT, ROMEO","RESIDENTIAL",663.000000,185490.000000,"ACTIVE","Sub_S1219"
"Research","Soccer","Tennis",100415141.000000,"WEISZ, MORTON","RESIDENTIAL",753.000000,67680.000000,"ACTIVE","Sub_S1220"
"Travel","Soccer","Restaurants",100416521.000000,"VIGUE, JULIUS","RESIDENTIAL",521.000000,111770.000000,"ACTIVE","Sub_S1221"
"Research","Soccer","Tennis",100417395.000000,"ESTELA, LEONORA","RESIDENTIAL",600.000000,72500.000000,"ACTIVE","Sub_S1222"
"Gaming","Shopping","Restaurants",100418085.000000,"CARROL, RAFAEL","RESIDENTIAL",499.000000,193760.000000,"ACTIVE","Sub_S1223"
"Restaurants","Stocks","Travel",100418361.000000,"GLECKLER, SHARLA","RESIDENTIAL",778.000000,14540.000000,"ACTIVE","Sub_S1224"
"Travel","Soccer","Restaurants",100419281.000000,"OKEY, BELLA","RESIDENTIAL",490.000000,73220.000000,"ACTIVE","Sub_S1225"
"Travel","Soccer","Shopping",100420155.000000,"BROTHERS, HAE","RESIDENTIAL",568.000000,43700.000000,"ACTIVE","Sub_S1226"
"Stocks","News","Sports ",100422409.000000,"HARSEY, LAURE","RESIDENTIAL",420.000000,129430.000000,"ACTIVE","Sub_S1227"
"News","Gaming","Stocks",100422777.000000,"PRATTEN, LIA","RESIDENTIAL",787.000000,31280.000000,"ACTIVE","Sub_S1228"
"Sports","News","Shopping",100423007.000000,"KUNST, CHUNG","RESIDENTIAL",620.000000,101540.000000,"ACTIVE","Sub_S1229"
"Shopping","Soccer","Tennis",100423513.000000,"GUINTO, JOLYN","RESIDENTIAL",724.000000,6630.000000,"ACTIVE","Sub_S1230"
"Attractions","Soccer","Fun",100423605.000000,"KEENEY, ADRIANA","RESIDENTIAL",422.000000,125310.000000,"ACTIVE","Sub_S1231"
"Shopping","News","Gaming",100423697.000000,"REINEMAN, LESA","RESIDENTIAL",513.000000,36240.000000,"ACTIVE","Sub_S1232"
"Sports","News","Restaurants",100423927.000000,"WENGREN, KANDY","RESIDENTIAL",743.000000,185360.000000,"ACTIVE","Sub_S1233"
"Shopping","Tennis","Restaurants",100423973.000000,"BEUTE, GEORGETTA","RESIDENTIAL",775.000000,129040.000000,"ACTIVE","Sub_S1234"
"Gaming","Shopping","Restaurants",100424893.000000,"MUHLSTEIN, MIKKI","RESIDENTIAL",497.000000,113890.000000,"ACTIVE","Sub_S1235"
"Shopping","Soccer","Tennis",100426227.000000,"GALLE, WAYLON","RESIDENTIAL",640.000000,57230.000000,"ACTIVE","Sub_S1236"
"Stocks","News","Sports ",100426595.000000,"JARDEL, ALVINA","RESIDENTIAL",609.000000,160150.000000,"ACTIVE","Sub_S1237"
"Travel","Restaurants","Stocks",100427791.000000,"VANAKIN, ANNABELLE","RESIDENTIAL",602.000000,158210.000000,"ACTIVE","Sub_S1238"
"Travel","Soccer","Shopping",100428481.000000,"KOSLOSKI, CLAUDETTE","RESIDENTIAL",483.000000,84900.000000,"ACTIVE","Sub_S1239"
"Shopping","Tennis","Restaurants",100428711.000000,"DIKES, KATHYRN","RESIDENTIAL",721.000000,117820.000000,"ACTIVE","Sub_S1240"
"Stocks","News","Sports ",100429401.000000,"FLECHAS, CORRIE","RESIDENTIAL",620.000000,48020.000000,"ACTIVE","Sub_S1241"
"Gaming","Shopping","Restaurants",100429815.000000,"RESHID, CRISELDA","RESIDENTIAL",628.000000,15490.000000,"ACTIVE","Sub_S1242"
"Travel","Soccer","Restaurants",100430045.000000,"RODRIQUES, NOEL","RESIDENTIAL",461.000000,52740.000000,"ACTIVE","Sub_S1243"
"Shopping","Tennis","Restaurants",100431379.000000,"WATKIN, EDIE","RESIDENTIAL",579.000000,161350.000000,"ACTIVE","Sub_S1244"
"Stocks","News","Sports ",100432529.000000,"BURLESON, LUZ","RESIDENTIAL",538.000000,36940.000000,"ACTIVE","Sub_S1245"
"Travel","Restaurants","Stocks",100433081.000000,"CARWILE, STERLING","RESIDENTIAL",690.000000,115860.000000,"ACTIVE","Sub_S1246"
"Restaurants","Shopping","Travel",100435841.000000,"SANDERS, ROBERT","RESIDENTIAL",660.000000,90300.000000,"ACTIVE","Sub_S1247"
"Travel","Soccer","Shopping",100436071.000000,"SECOND, JOHN","RESIDENTIAL",482.000000,99380.000000,"ACTIVE","Sub_S1248"
"Soccer","Shopping","Restaurants",100006649.000000,"HELGREN, JOELLEN","RESIDENTIAL",664.000000,178860.000000,"ACTIVE","Sub_S1451"
"Attractions","Soccer","Fun",100007247.000000,"POFFENROTH, ROSA","RESIDENTIAL",462.000000,77390.000000,"ACTIVE","Sub_S1452"
"News","Gaming","Stocks",100008351.000000,"BRENNON, ALLEEN","RESIDENTIAL",752.000000,181290.000000,"ACTIVE","Sub_S1453"
"Gaming","Shopping","Restaurants",100008535.000000,"SPALLINA, OZELLA","RESIDENTIAL",545.000000,137160.000000,"ACTIVE","Sub_S1454"
"Gaming","Shopping","Restaurants",100009685.000000,"CANTATORE, LEANN","RESIDENTIAL",493.000000,87180.000000,"ACTIVE","Sub_S1455"
"Sports","News","Shopping",100011341.000000,"SPITALE, HOLLI","RESIDENTIAL",549.000000,148470.000000,"ACTIVE","Sub_S1456"
"Travel","Stocks","News",100012123.000000,"ARRICK, TAMISHA","RESIDENTIAL",542.000000,151340.000000,"ACTIVE","Sub_S1457"
"Gaming","Shopping","Restaurants",100015389.000000,"GOEBEL, MARIANNA","RESIDENTIAL",590.000000,3300.000000,"ACTIVE","Sub_S1458"
"Research","Soccer","Tennis",100016585.000000,"LONSWAY, JANEL","RESIDENTIAL",603.000000,80580.000000,"ACTIVE","Sub_S1459"
"Restaurants","Shopping","Travel",100017275.000000,"WINTON, LASHUNDA","RESIDENTIAL",475.000000,5270.000000,"ACTIVE","Sub_S1460"
"Sports","News","Restaurants",100019161.000000,"FRIHART, MANUELA","RESIDENTIAL",776.000000,4240.000000,"ACTIVE","Sub_S1461"
"Shopping","News","Gaming",100021415.000000,"BURICH, STERLING","RESIDENTIAL",626.000000,170720.000000,"ACTIVE","Sub_S1462"
"Attractions","Soccer","Fun",100023577.000000,"MIER, AYESHA","RESIDENTIAL",793.000000,129140.000000,"ACTIVE","Sub_S1463"
"Restaurants","Stocks","Travel",100025141.000000,"HEGG, HERMINIA","RESIDENTIAL",756.000000,41930.000000,"ACTIVE","Sub_S1464"
"Attractions","Soccer","Fun",100025831.000000,"BRUYERE, CATHIE","RESIDENTIAL",644.000000,8610.000000,"ACTIVE","Sub_S1465"
"Travel","Stocks","News",100026567.000000,"LANGEVIN, WYATT","RESIDENTIAL",569.000000,34600.000000,"ACTIVE","Sub_S1466"
"Attractions","Soccer","Fun",100027579.000000,"CLINES, EVERETT","RESIDENTIAL",783.000000,43290.000000,"ACTIVE","Sub_S1467"
"Shopping","Soccer","Tennis",100029879.000000,"KRIEGEL, LYNNE","RESIDENTIAL",694.000000,112910.000000,"ACTIVE","Sub_S1468"
"Travel","Soccer","Restaurants",100030523.000000,"OLDANI, TARAH","RESIDENTIAL",543.000000,182360.000000,"ACTIVE","Sub_S1469"
"Restaurants","Shopping","Travel",100030569.000000,"OWERS, CAMMIE","RESIDENTIAL",581.000000,39280.000000,"ACTIVE","Sub_S1470"
"Research","Soccer","Tennis",100031903.000000,"FRENNER, KIRSTEN","RESIDENTIAL",704.000000,142010.000000,"ACTIVE","Sub_S1471"
"Gaming","Shopping","Restaurants",100031995.000000,"HAMMER, GABRIELA","RESIDENTIAL",812.000000,70380.000000,"ACTIVE","Sub_S1472"
"News","Stocks","Travel",100032639.000000,"ROOT, TINA","RESIDENTIAL",650.000000,173460.000000,"ACTIVE","Sub_S1473"
"Research","Soccer","Tennis",100033421.000000,"SIKORSKI, GENNIE","RESIDENTIAL",626.000000,28330.000000,"ACTIVE","Sub_S1474"
"Travel","Soccer","Shopping",100034479.000000,"CUBIT, LIN","RESIDENTIAL",488.000000,106010.000000,"ACTIVE","Sub_S1475"
"News","Stocks","Travel",100035675.000000,"OLDAKER, ANTOINE","RESIDENTIAL",483.000000,69380.000000,"ACTIVE","Sub_S1476"
"Sports","News","Shopping",100035721.000000,"DELAHANTY, JACQUELIN","RESIDENTIAL",524.000000,101410.000000,"ACTIVE","Sub_S1477"
"News","Stocks","Travel",100036825.000000,"EVENSEN, BOOKER","RESIDENTIAL",427.000000,154440.000000,"ACTIVE","Sub_S1478"
"Research","Soccer","Tennis",100037055.000000,"HANSBURY, KAMILAH","RESIDENTIAL",655.000000,21140.000000,"ACTIVE","Sub_S1479"
"Gaming","Shopping","Restaurants",100037699.000000,"RUSIN, LORNA","RESIDENTIAL",519.000000,35910.000000,"ACTIVE","Sub_S1480"
"Research","Soccer","Tennis",100039677.000000,"FILSINGER, JEANNA","RESIDENTIAL",479.000000,51140.000000,"ACTIVE","Sub_S1481"
"Attractions","Soccer","Fun",100254534.000000,"KILTZ, SHIRL","RESIDENTIAL",547.000000,88750.000000,"ACTIVE","Sub_S449"
"Sports","News","Shopping",100254626.000000,"EDIS, AURELIA","RESIDENTIAL",630.000000,174570.000000,"ACTIVE","Sub_S450"
"Gaming","Shopping","Restaurants",100254810.000000,"SPRINGFIELD, KIMBERLIE","RESIDENTIAL",417.000000,190590.000000,"ACTIVE","Sub_S451"
"Gaming","Shopping","Restaurants",100255684.000000,"PHILIPS, TED","RESIDENTIAL",494.000000,22590.000000,"ACTIVE","Sub_S452"
"Shopping","Tennis","Restaurants",100256144.000000,"MOUSA, INGE","RESIDENTIAL",565.000000,190960.000000,"ACTIVE","Sub_S453"
"Stocks","News","Sports ",100256236.000000,"NIGL, HERSHEL","RESIDENTIAL",637.000000,104090.000000,"ACTIVE","Sub_S454"
"Stocks","News","Sports ",100257064.000000,"CAPTAIN, KRISTYN","RESIDENTIAL",670.000000,144750.000000,"ACTIVE","Sub_S455"
"Travel","Soccer","Restaurants",100258122.000000,"GAMBER, ANDRE","RESIDENTIAL",535.000000,160140.000000,"ACTIVE","Sub_S456"
"News","Gaming","Stocks",100260744.000000,"ESCALET, EDA","RESIDENTIAL",754.000000,163000.000000,"ACTIVE","Sub_S457"
"Sports","News","Restaurants",100261618.000000,"HOWDYSHELL, ROMELIA","RESIDENTIAL",431.000000,142930.000000,"ACTIVE","Sub_S458"
"Attractions","Soccer","Fun",100263153.000000,"RHYNE, BROOK","RESIDENTIAL",768.000000,82370.000000,"ACTIVE","Sub_S459"
"Travel","Soccer","Restaurants",100263475.000000,"CREEKMORE, DERRICK","RESIDENTIAL",689.000000,88350.000000,"ACTIVE","Sub_S460"
"Sports","News","Shopping",100264073.000000,"BUNTYN, YON","RESIDENTIAL",484.000000,22860.000000,"ACTIVE","Sub_S461"
"Restaurants","Shopping","Travel",100264533.000000,"PIERONI, MARISOL","RESIDENTIAL",533.000000,100250.000000,"ACTIVE","Sub_S462"
"Travel","Stocks","News",100264809.000000,"CAFFERTY, LEMUEL","RESIDENTIAL",423.000000,88340.000000,"ACTIVE","Sub_S463"
"Travel","Soccer","Restaurants",100264993.000000,"MARICH, BILLIE","RESIDENTIAL",595.000000,168700.000000,"ACTIVE","Sub_S464"
"Restaurants","Stocks","Travel",100265637.000000,"DELACUEVA, ALICE","RESIDENTIAL",444.000000,57560.000000,"ACTIVE","Sub_S465"
"Stocks","News","Sports ",100266327.000000,"ZWIEFELHOFER, SHIRLEY","RESIDENTIAL",741.000000,163380.000000,"ACTIVE","Sub_S466"
"Soccer","Travel","Research ",100266879.000000,"RUMBO, TAMI","RESIDENTIAL",489.000000,160930.000000,"ACTIVE","Sub_S467"
"Research","Soccer","Tennis",100267201.000000,"SNODDERLY, SHAVONNE","RESIDENTIAL",420.000000,82880.000000,"ACTIVE","Sub_S468"
"Sports","News","Shopping",100268075.000000,"FERLAND, HORACE","RESIDENTIAL",489.000000,35720.000000,"ACTIVE","Sub_S469"
"News","Gaming","Stocks",100268397.000000,"LIGHTFOOT, RACHELLE","RESIDENTIAL",812.000000,2580.000000,"ACTIVE","Sub_S470"
"Sports","News","Restaurants",100269455.000000,"WEARS, MAURA","RESIDENTIAL",674.000000,99670.000000,"ACTIVE","Sub_S471"
"Research","Soccer","Tennis",100269639.000000,"COVARRUBIAS, FELISA","RESIDENTIAL",460.000000,70650.000000,"ACTIVE","Sub_S472"
"Gaming","Shopping","Restaurants",100270053.000000,"PITTSENBARGER, JOLYNN","RESIDENTIAL",455.000000,89730.000000,"ACTIVE","Sub_S473"
"Soccer","Travel","Research ",100270559.000000,"BURTLE, HENRY","RESIDENTIAL",565.000000,134740.000000,"ACTIVE","Sub_S474"
"Restaurants","Shopping","Travel",100270651.000000,"FELLOWS, THEODORE","RESIDENTIAL",658.000000,18480.000000,"ACTIVE","Sub_S475"
"Soccer","Travel","Research ",100271157.000000,"RYSZ, JONELL","RESIDENTIAL",764.000000,113300.000000,"ACTIVE","Sub_S476"
"Restaurants","Shopping","Travel",100271295.000000,"WICHROWSKI, ALI","RESIDENTIAL",510.000000,13640.000000,"ACTIVE","Sub_S477"
"Shopping","Soccer","Tennis",100506422.000000,"STEUBE, TERENCE","RESIDENTIAL",425.000000,25530.000000,"ACTIVE","Sub_S1326"
"Gaming","Shopping","Restaurants",100507342.000000,"SHUTTE, DEBORAH","RESIDENTIAL",549.000000,123040.000000,"ACTIVE","Sub_S1327"
"Travel","Soccer","Shopping",100436255.000000,"HAULK, ARIANNE","RESIDENTIAL",673.000000,19060.000000,"ACTIVE","Sub_S1249"
"Research","Soccer","Tennis",100437221.000000,"FEMIA, MODESTA","RESIDENTIAL",433.000000,61970.000000,"ACTIVE","Sub_S1250"
"Shopping","Tennis","Restaurants",100437359.000000,"DEES, RUDOLPH","RESIDENTIAL",569.000000,148870.000000,"ACTIVE","Sub_S1251"
"Restaurants","Stocks","Travel",100439613.000000,"PORRINI, ROXANN","RESIDENTIAL",420.000000,43000.000000,"ACTIVE","Sub_S1252"
"Shopping","Tennis","Restaurants",100440073.000000,"SEEGAR, GERTHA","RESIDENTIAL",488.000000,68460.000000,"ACTIVE","Sub_S1253"
"Sports","News","Restaurants",100440165.000000,"ARZOLA, ROCHELLE","RESIDENTIAL",573.000000,93960.000000,"ACTIVE","Sub_S1254"
"Travel","Restaurants","Stocks",100443615.000000,"HARDEN, WINNIE","RESIDENTIAL",434.000000,150030.000000,"ACTIVE","Sub_S1255"
"Attractions","Soccer","Fun",100444167.000000,"KOZEYAH, JULEE","RESIDENTIAL",569.000000,187930.000000,"ACTIVE","Sub_S1256"
"Soccer","Travel","Research ",100445777.000000,"HUERECA, NAKESHA","RESIDENTIAL",588.000000,118400.000000,"ACTIVE","Sub_S1257"
"Soccer","Shopping","Restaurants",100445915.000000,"KRAHN, GREGORIO","RESIDENTIAL",728.000000,37190.000000,"ACTIVE","Sub_S1258"
"Travel","Soccer","Restaurants",100446329.000000,"JAIMES, EVELINA","RESIDENTIAL",731.000000,86190.000000,"ACTIVE","Sub_S1259"
"Travel","Stocks","News",100446789.000000,"HEINZMAN, DAGMAR","RESIDENTIAL",796.000000,74590.000000,"ACTIVE","Sub_S1260"
"Research","Soccer","Tennis",100449227.000000,"TADEMY, MICAH","RESIDENTIAL",437.000000,79750.000000,"ACTIVE","Sub_S1261"
"Travel","Stocks","News",100449503.000000,"ZART, DIAMOND","RESIDENTIAL",706.000000,161000.000000,"ACTIVE","Sub_S1262"
"Travel","Soccer","Restaurants",100449917.000000,"AGRESTI, MARIEL","RESIDENTIAL",723.000000,118520.000000,"ACTIVE","Sub_S1263"
"Attractions","Soccer","Fun",100451711.000000,"EVERETTS, PAIGE","RESIDENTIAL",511.000000,157480.000000,"ACTIVE","Sub_S1264"
"Shopping","Soccer","Tennis",100452309.000000,"PROSSER, RICKY","RESIDENTIAL",717.000000,71990.000000,"ACTIVE","Sub_S1265"
"Sports","News","Restaurants",100454241.000000,"SWENDSEN, REFUGIA","RESIDENTIAL",649.000000,50150.000000,"ACTIVE","Sub_S1266"
"Restaurants","Shopping","Travel",100454517.000000,"MARZ, STARLA","RESIDENTIAL",529.000000,63920.000000,"ACTIVE","Sub_S1267"
"Restaurants","Stocks","Travel",100454655.000000,"MAUFFRAY, HARLAND","RESIDENTIAL",671.000000,80340.000000,"ACTIVE","Sub_S1268"
"Travel","Soccer","Shopping",100456725.000000,"CARRALES, DANIAL","RESIDENTIAL",738.000000,90130.000000,"ACTIVE","Sub_S1269"
"Restaurants","Stocks","Travel",100457691.000000,"BAIN, GENARO","RESIDENTIAL",501.000000,104110.000000,"ACTIVE","Sub_S1270"
"Stocks","News","Sports ",100458858.000000,"STJOHN, LAVADA","RESIDENTIAL",477.000000,65410.000000,"ACTIVE","Sub_S1271"
"Attractions","Soccer","Fun",100458904.000000,"BATTERSON, KAITLYN","RESIDENTIAL",513.000000,630.000000,"ACTIVE","Sub_S1272"
"Travel","Restaurants","Stocks",100459134.000000,"SOL, MARYLYN","RESIDENTIAL",747.000000,96150.000000,"ACTIVE","Sub_S1273"
"Soccer","Travel","Research ",100461342.000000,"MACDONALD, DEBORA","RESIDENTIAL",557.000000,122480.000000,"ACTIVE","Sub_S1274"
"Stocks","News","Sports ",100464240.000000,"CARRELLI, ASHTON","RESIDENTIAL",654.000000,68080.000000,"ACTIVE","Sub_S1275"
"Travel","Stocks","News",100466080.000000,"TACDEREN, MABEL","RESIDENTIAL",487.000000,88900.000000,"ACTIVE","Sub_S1276"
"Restaurants","Shopping","Travel",100466172.000000,"MCMORROW, ANDRA","RESIDENTIAL",584.000000,81800.000000,"ACTIVE","Sub_S1277"
"Travel","Stocks","News",100466310.000000,"DURAND, MARI","RESIDENTIAL",715.000000,77170.000000,"ACTIVE","Sub_S1278"
"Stocks","News","Sports ",100466816.000000,"FAIRBURN, IAN","RESIDENTIAL",436.000000,154830.000000,"ACTIVE","Sub_S1279"
"Travel","Restaurants","Stocks",100039815.000000,"PEDACI, WINNIE","RESIDENTIAL",624.000000,32080.000000,"ACTIVE","Sub_S1482"
"Sports","News","Restaurants",100039999.000000,"BORRETA, SHELIA","RESIDENTIAL",815.000000,137490.000000,"ACTIVE","Sub_S1483"
"News","Stocks","Travel",100040229.000000,"DOERFLINGER, LIBERTY","RESIDENTIAL",644.000000,101780.000000,"ACTIVE","Sub_S1484"
"Gaming","Shopping","Restaurants",100040413.000000,"ALBERGOTTI, OCIE","RESIDENTIAL",431.000000,36050.000000,"ACTIVE","Sub_S1485"
"Shopping","News","Gaming",100040735.000000,"GASTEL, CARMON","RESIDENTIAL",737.000000,130350.000000,"ACTIVE","Sub_S1486"
"Sports","News","Shopping",100041149.000000,"REDDICK, JOANN","RESIDENTIAL",754.000000,116490.000000,"ACTIVE","Sub_S1487"
"Shopping","News","Gaming",100042805.000000,"BALLEW, CANDIDA","RESIDENTIAL",411.000000,38240.000000,"ACTIVE","Sub_S1488"
"Gaming","Shopping","Restaurants",100043035.000000,"TAKAHASHI, TAYLOR","RESIDENTIAL",649.000000,72960.000000,"ACTIVE","Sub_S1489"
"Attractions","Soccer","Fun",100043357.000000,"REYNOLDS, CLEMENTE","RESIDENTIAL",558.000000,173550.000000,"ACTIVE","Sub_S1490"
"Travel","Restaurants","Stocks",100045105.000000,"PASSANTINO, LOU","RESIDENTIAL",717.000000,154600.000000,"ACTIVE","Sub_S1491"
"Restaurants","Shopping","Travel",100045933.000000,"DELMONACO, PATRINA","RESIDENTIAL",753.000000,30240.000000,"ACTIVE","Sub_S1492"
"Shopping","Tennis","Restaurants",100047221.000000,"KAESEMEYER, KACY","RESIDENTIAL",440.000000,61980.000000,"ACTIVE","Sub_S1493"
"Travel","Stocks","News",100047313.000000,"MONTONEZ, ROSA","RESIDENTIAL",525.000000,155750.000000,"ACTIVE","Sub_S1494"
"Shopping","Soccer","Tennis",100048049.000000,"BARGSTADT, GERI","RESIDENTIAL",456.000000,14050.000000,"ACTIVE","Sub_S1495"
"Travel","Stocks","News",100048555.000000,"MENESES, MAEGAN","RESIDENTIAL",566.000000,52250.000000,"ACTIVE","Sub_S1496"
"Shopping","Soccer","Tennis",100048739.000000,"BAMBECK, LATORIA","RESIDENTIAL",743.000000,197560.000000,"ACTIVE","Sub_S1497"
"Travel","Restaurants","Stocks",100049981.000000,"KIESEWETTER, BOBBY","RESIDENTIAL",792.000000,90620.000000,"ACTIVE","Sub_S1498"
"Travel","Restaurants","Stocks",100051637.000000,"PENZIEN, CAMELIA","RESIDENTIAL",450.000000,40230.000000,"ACTIVE","Sub_S1499"
